ID,text,image,label,class
3390,positive,positive,positive,2
3393,neutral,positive,positive,2
3394,neutral,negative,negative,0
3395,positive,positive,positive,2
3396,positive,positive,positive,2
3397,neutral,positive,positive,2
3399,neutral,positive,positive,2
3400,positive,positive,positive,2
3401,negative,negative,negative,0
3404,neutral,positive,positive,2
3405,negative,neutral,negative,0
3406,neutral,neutral,neutral,1
3408,positive,positive,positive,2
3409,neutral,positive,positive,2
3411,negative,negative,negative,0
3412,negative,negative,negative,0
3413,negative,negative,negative,0
3414,negative,negative,negative,0
3416,neutral,negative,negative,0
3417,negative,negative,negative,0
3418,positive,positive,positive,2
3419,negative,negative,negative,0
3420,negative,neutral,negative,0
3421,positive,positive,positive,2
3422,positive,positive,positive,2
3423,neutral,positive,positive,2
3424,neutral,negative,negative,0
3425,positive,positive,positive,2
3426,neutral,negative,negative,0
3427,positive,positive,positive,2
3428,neutral,positive,positive,2
3429,neutral,negative,negative,0
3430,neutral,negative,negative,0
3431,neutral,positive,positive,2
3432,neutral,neutral,neutral,1
3433,neutral,negative,negative,0
3434,negative,negative,negative,0
3435,negative,negative,negative,0
3436,negative,negative,negative,0
3437,positive,positive,positive,2
3439,positive,positive,positive,2
3440,positive,neutral,positive,2
3441,positive,positive,positive,2
3442,positive,positive,positive,2
3443,neutral,positive,positive,2
3444,neutral,negative,negative,0
3445,negative,negative,negative,0
3446,neutral,positive,positive,2
3448,negative,neutral,negative,0
3451,negative,negative,negative,0
3452,negative,negative,negative,0
3453,negative,negative,negative,0
3454,positive,neutral,positive,2
3455,positive,positive,positive,2
3456,neutral,negative,negative,0
3457,positive,positive,positive,2
3458,positive,neutral,positive,2
3460,neutral,neutral,neutral,1
3461,positive,neutral,positive,2
3462,neutral,negative,negative,0
3463,neutral,neutral,neutral,1
3464,negative,negative,negative,0
3465,neutral,positive,positive,2
3466,positive,positive,positive,2
3467,positive,positive,positive,2
3468,positive,positive,positive,2
3469,positive,positive,positive,2
3470,positive,positive,positive,2
3472,positive,positive,positive,2
3473,positive,positive,positive,2
3474,neutral,neutral,neutral,1
3476,neutral,positive,positive,2
3477,positive,neutral,positive,2
3478,negative,neutral,negative,0
3479,neutral,positive,positive,2
3480,negative,negative,negative,0
3481,neutral,positive,positive,2
3482,negative,negative,negative,0
3483,negative,negative,negative,0
3484,neutral,positive,positive,2
3485,neutral,positive,positive,2
3486,positive,positive,positive,2
3487,positive,positive,positive,2
3488,neutral,negative,negative,0
3489,neutral,positive,positive,2
3490,neutral,positive,positive,2
3491,neutral,negative,negative,0
3492,neutral,positive,positive,2
3493,positive,positive,positive,2
3494,positive,positive,positive,2
3495,neutral,positive,positive,2
3496,neutral,negative,negative,0
3497,positive,positive,positive,2
3498,positive,neutral,positive,2
3499,negative,negative,negative,0
3500,positive,positive,positive,2
3501,negative,negative,negative,0
3502,neutral,positive,positive,2
3503,positive,neutral,positive,2
3504,positive,positive,positive,2
3505,negative,negative,negative,0
3506,positive,positive,positive,2
3507,positive,positive,positive,2
3508,negative,negative,negative,0
3509,negative,negative,negative,0
3510,positive,positive,positive,2
3511,neutral,negative,negative,0
3512,negative,neutral,negative,0
3513,neutral,negative,negative,0
3515,negative,neutral,negative,0
3516,positive,positive,positive,2
3517,positive,positive,positive,2
3521,positive,positive,positive,2
3522,negative,negative,negative,0
3523,neutral,neutral,neutral,1
3524,negative,negative,negative,0
3525,positive,positive,positive,2
3526,neutral,positive,positive,2
3527,neutral,positive,positive,2
3528,positive,positive,positive,2
3529,neutral,neutral,neutral,1
3530,neutral,positive,positive,2
3531,neutral,positive,positive,2
3532,neutral,positive,positive,2
3533,neutral,neutral,neutral,1
3534,negative,negative,negative,0
3535,positive,neutral,positive,2
3536,negative,negative,negative,0
3537,neutral,neutral,neutral,1
3538,neutral,negative,negative,0
3539,negative,negative,negative,0
3540,positive,positive,positive,2
3541,positive,positive,positive,2
3543,negative,neutral,negative,0
3544,negative,neutral,negative,0
3545,negative,negative,negative,0
3546,negative,neutral,negative,0
3547,negative,negative,negative,0
3548,positive,neutral,positive,2
3549,negative,negative,negative,0
3550,negative,negative,negative,0
3551,negative,negative,negative,0
3552,positive,positive,positive,2
3553,neutral,negative,negative,0
3554,negative,negative,negative,0
3555,negative,negative,negative,0
3557,neutral,negative,negative,0
3558,neutral,positive,positive,2
3560,positive,neutral,positive,2
3561,positive,positive,positive,2
3562,negative,neutral,negative,0
3563,negative,negative,negative,0
3568,neutral,negative,negative,0
3569,negative,neutral,negative,0
3570,positive,positive,positive,2
3572,neutral,positive,positive,2
3573,positive,positive,positive,2
3574,neutral,positive,positive,2
3575,negative,negative,negative,0
3576,positive,positive,positive,2
3577,neutral,neutral,neutral,1
3580,neutral,positive,positive,2
3581,negative,negative,negative,0
3582,positive,positive,positive,2
3583,negative,negative,negative,0
3585,negative,neutral,negative,0
3586,positive,positive,positive,2
3587,positive,positive,positive,2
3588,positive,positive,positive,2
3589,positive,positive,positive,2
3590,positive,positive,positive,2
3591,neutral,neutral,neutral,1
3592,positive,positive,positive,2
3593,positive,positive,positive,2
3594,positive,positive,positive,2
3595,positive,positive,positive,2
3596,positive,neutral,positive,2
3597,positive,positive,positive,2
3598,positive,positive,positive,2
3599,neutral,neutral,neutral,1
3600,positive,positive,positive,2
3601,neutral,positive,positive,2
3602,neutral,neutral,neutral,1
3603,positive,positive,positive,2
3604,neutral,positive,positive,2
3605,neutral,neutral,neutral,1
3606,neutral,positive,positive,2
3607,neutral,positive,positive,2
3608,neutral,positive,positive,2
3609,neutral,positive,positive,2
3610,positive,positive,positive,2
3611,positive,positive,positive,2
3612,neutral,neutral,neutral,1
3613,positive,positive,positive,2
3614,positive,positive,positive,2
3615,neutral,neutral,neutral,1
3616,neutral,negative,negative,0
3617,neutral,neutral,neutral,1
3618,neutral,positive,positive,2
3619,neutral,positive,positive,2
3620,neutral,neutral,neutral,1
3621,positive,neutral,positive,2
3622,positive,positive,positive,2
3623,positive,neutral,positive,2
3624,neutral,positive,positive,2
3625,neutral,negative,negative,0
3626,positive,positive,positive,2
3627,positive,positive,positive,2
3628,neutral,positive,positive,2
3630,neutral,positive,positive,2
3631,neutral,positive,positive,2
3632,positive,positive,positive,2
3633,positive,positive,positive,2
3634,positive,positive,positive,2
3635,neutral,positive,positive,2
3636,neutral,negative,negative,0
3637,neutral,positive,positive,2
3638,neutral,positive,positive,2
3639,positive,positive,positive,2
3640,neutral,positive,positive,2
3641,positive,positive,positive,2
3642,neutral,positive,positive,2
3643,neutral,positive,positive,2
3644,neutral,negative,negative,0
3645,neutral,positive,positive,2
3646,positive,positive,positive,2
3647,neutral,positive,positive,2
3648,neutral,positive,positive,2
3649,neutral,positive,positive,2
3650,neutral,positive,positive,2
3651,neutral,positive,positive,2
3652,negative,neutral,negative,0
3653,positive,positive,positive,2
3654,positive,positive,positive,2
3655,negative,negative,negative,0
3656,negative,neutral,negative,0
3657,negative,neutral,negative,0
3658,neutral,positive,positive,2
3659,negative,neutral,negative,0
3660,positive,positive,positive,2
3661,negative,neutral,negative,0
3662,negative,negative,negative,0
3664,negative,negative,negative,0
3667,negative,negative,negative,0
3668,negative,negative,negative,0
3669,negative,negative,negative,0
3670,negative,neutral,negative,0
3671,neutral,positive,positive,2
3672,neutral,positive,positive,2
3673,neutral,neutral,neutral,1
3674,neutral,neutral,neutral,1
3675,neutral,positive,positive,2
3676,neutral,positive,positive,2
3677,positive,positive,positive,2
3678,neutral,neutral,neutral,1
3679,positive,positive,positive,2
3680,neutral,positive,positive,2
3681,positive,positive,positive,2
3682,neutral,positive,positive,2
3684,neutral,positive,positive,2
3685,neutral,neutral,neutral,1
3686,neutral,positive,positive,2
3687,neutral,positive,positive,2
3688,neutral,positive,positive,2
3689,neutral,neutral,neutral,1
3690,neutral,positive,positive,2
3691,neutral,positive,positive,2
3692,positive,neutral,positive,2
3693,neutral,neutral,neutral,1
3694,negative,neutral,negative,0
3695,negative,neutral,negative,0
3696,positive,positive,positive,2
3697,neutral,positive,positive,2
3699,neutral,negative,negative,0
3700,neutral,positive,positive,2
3701,positive,neutral,positive,2
3703,neutral,neutral,neutral,1
3704,positive,positive,positive,2
3705,neutral,negative,negative,0
3706,neutral,positive,positive,2
3708,neutral,positive,positive,2
3709,neutral,positive,positive,2
3710,neutral,negative,negative,0
3711,neutral,positive,positive,2
3712,positive,positive,positive,2
3713,positive,positive,positive,2
3714,neutral,negative,negative,0
3715,positive,positive,positive,2
3716,neutral,positive,positive,2
3717,neutral,neutral,neutral,1
3718,positive,positive,positive,2
3719,neutral,negative,negative,0
3720,positive,positive,positive,2
3721,negative,negative,negative,0
3722,negative,neutral,negative,0
3723,negative,negative,negative,0
3724,positive,positive,positive,2
3725,neutral,positive,positive,2
3726,negative,negative,negative,0
3727,negative,neutral,negative,0
3728,negative,negative,negative,0
3729,neutral,positive,positive,2
3730,neutral,positive,positive,2
3731,negative,neutral,negative,0
3732,negative,negative,negative,0
3733,negative,neutral,negative,0
3734,negative,neutral,negative,0
3735,negative,neutral,negative,0
3736,negative,neutral,negative,0
3737,positive,positive,positive,2
3738,positive,neutral,positive,2
3740,positive,positive,positive,2
3741,positive,positive,positive,2
3742,positive,positive,positive,2
3743,positive,positive,positive,2
3744,positive,positive,positive,2
3745,positive,positive,positive,2
3747,neutral,positive,positive,2
3748,positive,neutral,positive,2
3749,neutral,positive,positive,2
3750,negative,negative,negative,0
3752,neutral,neutral,neutral,1
3753,neutral,positive,positive,2
3754,positive,positive,positive,2
3755,negative,negative,negative,0
3756,neutral,positive,positive,2
3758,positive,positive,positive,2
3759,neutral,positive,positive,2
3760,positive,neutral,positive,2
3761,positive,positive,positive,2
3762,positive,positive,positive,2
3763,neutral,positive,positive,2
3764,positive,neutral,positive,2
3767,neutral,positive,positive,2
3768,negative,neutral,negative,0
3769,negative,neutral,negative,0
3770,negative,negative,negative,0
3771,negative,neutral,negative,0
3772,negative,neutral,negative,0
3773,negative,negative,negative,0
3774,negative,neutral,negative,0
3776,negative,negative,negative,0
3778,negative,negative,negative,0
3779,negative,negative,negative,0
3781,neutral,negative,negative,0
3782,neutral,negative,negative,0
3783,neutral,positive,positive,2
3784,negative,negative,negative,0
3785,negative,negative,negative,0
3786,negative,negative,negative,0
3787,neutral,negative,negative,0
3788,neutral,positive,positive,2
3789,neutral,positive,positive,2
3790,positive,positive,positive,2
3791,positive,neutral,positive,2
3792,neutral,negative,negative,0
3793,negative,neutral,negative,0
3794,neutral,neutral,neutral,1
3795,negative,neutral,negative,0
3796,neutral,positive,positive,2
3797,neutral,neutral,neutral,1
3798,positive,positive,positive,2
3799,positive,positive,positive,2
3800,neutral,negative,negative,0
3801,positive,positive,positive,2
3802,neutral,positive,positive,2
3805,neutral,positive,positive,2
3806,positive,positive,positive,2
3807,neutral,neutral,neutral,1
3808,neutral,neutral,neutral,1
3809,neutral,positive,positive,2
3811,neutral,positive,positive,2
3812,neutral,positive,positive,2
3813,positive,positive,positive,2
3814,positive,positive,positive,2
3815,positive,positive,positive,2
3816,neutral,positive,positive,2
3817,positive,positive,positive,2
3818,neutral,positive,positive,2
3819,neutral,negative,negative,0
3820,neutral,positive,positive,2
3821,positive,positive,positive,2
3822,positive,positive,positive,2
3824,negative,negative,negative,0
3825,neutral,negative,negative,0
3826,negative,negative,negative,0
3827,negative,negative,negative,0
3828,negative,neutral,negative,0
3829,neutral,neutral,neutral,1
3830,neutral,negative,negative,0
3831,negative,negative,negative,0
3832,negative,neutral,negative,0
3833,neutral,neutral,neutral,1
3834,neutral,neutral,neutral,1
3836,neutral,positive,positive,2
3837,neutral,positive,positive,2
3838,negative,negative,negative,0
3840,neutral,positive,positive,2
3841,neutral,positive,positive,2
3842,positive,neutral,positive,2
3843,neutral,positive,positive,2
3844,neutral,neutral,neutral,1
3849,positive,positive,positive,2
3850,negative,negative,negative,0
3852,positive,neutral,positive,2
3853,positive,positive,positive,2
3854,negative,negative,negative,0
3855,positive,neutral,positive,2
3856,neutral,neutral,neutral,1
3857,positive,positive,positive,2
3858,positive,positive,positive,2
3859,positive,positive,positive,2
3860,positive,positive,positive,2
3861,positive,positive,positive,2
3863,positive,neutral,positive,2
3864,positive,positive,positive,2
3865,positive,positive,positive,2
3866,neutral,neutral,neutral,1
3867,neutral,negative,negative,0
3868,neutral,positive,positive,2
3869,neutral,neutral,neutral,1
3870,positive,positive,positive,2
3871,positive,positive,positive,2
3872,positive,positive,positive,2
3873,positive,positive,positive,2
3874,positive,positive,positive,2
3875,negative,neutral,negative,0
3876,positive,positive,positive,2
3877,positive,positive,positive,2
3878,negative,negative,negative,0
3880,neutral,negative,negative,0
3881,neutral,positive,positive,2
3883,negative,negative,negative,0
3884,negative,negative,negative,0
3885,neutral,negative,negative,0
3886,neutral,positive,positive,2
3887,neutral,negative,negative,0
3888,neutral,positive,positive,2
3889,neutral,positive,positive,2
3890,neutral,positive,positive,2
3891,neutral,negative,negative,0
3892,neutral,negative,negative,0
3893,neutral,positive,positive,2
3894,neutral,negative,negative,0
3896,neutral,positive,positive,2
3897,neutral,positive,positive,2
3898,neutral,positive,positive,2
3899,positive,positive,positive,2
3901,negative,neutral,negative,0
3902,negative,neutral,negative,0
3903,positive,positive,positive,2
3904,positive,positive,positive,2
3905,neutral,negative,negative,0
3907,positive,positive,positive,2
3909,positive,neutral,positive,2
3910,neutral,positive,positive,2
3911,positive,positive,positive,2
3912,positive,positive,positive,2
3913,positive,positive,positive,2
3914,positive,positive,positive,2
3915,neutral,negative,negative,0
3916,neutral,negative,negative,0
3918,negative,negative,negative,0
3920,neutral,neutral,neutral,1
3921,positive,neutral,positive,2
3922,negative,neutral,negative,0
3923,negative,negative,negative,0
3924,negative,negative,negative,0
3925,neutral,neutral,neutral,1
3926,neutral,positive,positive,2
3927,positive,positive,positive,2
3928,positive,positive,positive,2
3929,positive,positive,positive,2
3930,positive,positive,positive,2
3931,positive,neutral,positive,2
3932,positive,positive,positive,2
3933,negative,negative,negative,0
3934,negative,negative,negative,0
3935,negative,negative,negative,0
3936,neutral,positive,positive,2
3937,neutral,positive,positive,2
3938,negative,negative,negative,0
3939,neutral,positive,positive,2
3940,positive,neutral,positive,2
3941,negative,negative,negative,0
3942,negative,negative,negative,0
3943,negative,neutral,negative,0
3944,negative,negative,negative,0
3945,positive,positive,positive,2
3946,negative,negative,negative,0
3947,negative,neutral,negative,0
3948,negative,negative,negative,0
3949,negative,negative,negative,0
3950,negative,neutral,negative,0
3951,negative,negative,negative,0
3952,negative,negative,negative,0
3953,negative,negative,negative,0
3954,neutral,negative,negative,0
3955,negative,negative,negative,0
3956,negative,neutral,negative,0
3957,positive,positive,positive,2
3958,negative,negative,negative,0
3959,positive,positive,positive,2
3961,neutral,positive,positive,2
3962,neutral,negative,negative,0
3963,neutral,positive,positive,2
3964,neutral,positive,positive,2
3965,positive,positive,positive,2
3966,negative,neutral,negative,0
3967,negative,neutral,negative,0
3968,neutral,negative,negative,0
3969,neutral,positive,positive,2
3970,positive,positive,positive,2
3971,positive,positive,positive,2
3972,neutral,positive,positive,2
3973,positive,neutral,positive,2
3974,positive,positive,positive,2
3975,neutral,neutral,neutral,1
3976,neutral,positive,positive,2
3977,negative,negative,negative,0
3979,negative,neutral,negative,0
3980,negative,negative,negative,0
3981,negative,negative,negative,0
3982,neutral,positive,positive,2
3983,neutral,positive,positive,2
3984,negative,negative,negative,0
3985,neutral,positive,positive,2
3986,neutral,negative,negative,0
3987,neutral,positive,positive,2
3988,negative,negative,negative,0
3989,negative,negative,negative,0
3990,neutral,positive,positive,2
3991,neutral,positive,positive,2
3992,neutral,negative,negative,0
3993,neutral,positive,positive,2
3994,neutral,positive,positive,2
3995,neutral,positive,positive,2
3996,neutral,negative,negative,0
3997,negative,neutral,negative,0
3998,neutral,negative,negative,0
4000,neutral,positive,positive,2
4001,neutral,negative,negative,0
4002,negative,negative,negative,0
4003,negative,negative,negative,0
4004,neutral,negative,negative,0
4005,negative,negative,negative,0
4006,negative,neutral,negative,0
4007,negative,negative,negative,0
4008,negative,neutral,negative,0
4011,positive,positive,positive,2
4012,positive,positive,positive,2
4013,negative,neutral,negative,0
4014,positive,positive,positive,2
4015,neutral,positive,positive,2
4016,positive,positive,positive,2
4017,positive,positive,positive,2
4018,positive,positive,positive,2
4019,neutral,negative,negative,0
4020,positive,neutral,positive,2
4021,positive,positive,positive,2
4022,positive,positive,positive,2
4023,positive,positive,positive,2
4024,positive,positive,positive,2
4025,positive,neutral,positive,2
4026,positive,neutral,positive,2
4027,positive,positive,positive,2
4028,neutral,positive,positive,2
4029,positive,positive,positive,2
4030,positive,positive,positive,2
4031,neutral,positive,positive,2
4033,positive,positive,positive,2
4034,neutral,negative,negative,0
4035,negative,negative,negative,0
4038,negative,negative,negative,0
4039,neutral,positive,positive,2
4040,neutral,positive,positive,2
4041,neutral,positive,positive,2
4042,neutral,positive,positive,2
4043,neutral,positive,positive,2
4044,neutral,positive,positive,2
4045,neutral,positive,positive,2
4046,negative,negative,negative,0
4047,neutral,neutral,neutral,1
4048,negative,negative,negative,0
4049,neutral,positive,positive,2
4050,neutral,negative,negative,0
4051,neutral,positive,positive,2
4052,neutral,positive,positive,2
4053,neutral,neutral,neutral,1
4054,neutral,positive,positive,2
4055,neutral,positive,positive,2
4056,neutral,negative,negative,0
4057,negative,negative,negative,0
4059,negative,neutral,negative,0
4060,neutral,positive,positive,2
4061,negative,neutral,negative,0
4062,negative,negative,negative,0
4063,neutral,negative,negative,0
4064,negative,negative,negative,0
4066,negative,neutral,negative,0
4067,negative,negative,negative,0
4068,neutral,positive,positive,2
4069,neutral,positive,positive,2
4070,negative,negative,negative,0
4071,negative,negative,negative,0
4072,neutral,positive,positive,2
4073,negative,negative,negative,0
4074,positive,neutral,positive,2
4075,neutral,positive,positive,2
4076,negative,neutral,negative,0
4077,positive,positive,positive,2
4078,neutral,positive,positive,2
4079,neutral,negative,negative,0
4080,neutral,neutral,neutral,1
4081,positive,positive,positive,2
4082,neutral,positive,positive,2
4083,neutral,positive,positive,2
4084,neutral,neutral,neutral,1
4085,neutral,neutral,neutral,1
4086,neutral,neutral,neutral,1
4087,negative,negative,negative,0
4088,neutral,neutral,neutral,1
4089,neutral,neutral,neutral,1
4090,neutral,neutral,neutral,1
4091,neutral,neutral,neutral,1
4092,neutral,neutral,neutral,1
4093,positive,positive,positive,2
4094,neutral,positive,positive,2
4095,neutral,neutral,neutral,1
4096,neutral,positive,positive,2
4097,neutral,positive,positive,2
4098,neutral,neutral,neutral,1
4099,positive,positive,positive,2
4100,neutral,neutral,neutral,1
4101,neutral,positive,positive,2
4102,neutral,neutral,neutral,1
4103,neutral,positive,positive,2
4104,neutral,positive,positive,2
4105,neutral,neutral,neutral,1
4106,neutral,neutral,neutral,1
4107,negative,negative,negative,0
4108,neutral,neutral,neutral,1
4109,neutral,positive,positive,2
4110,neutral,neutral,neutral,1
4111,neutral,neutral,neutral,1
4112,positive,neutral,positive,2
4113,neutral,neutral,neutral,1
4114,neutral,negative,negative,0
4115,neutral,neutral,neutral,1
4116,neutral,neutral,neutral,1
4117,neutral,positive,positive,2
4118,neutral,positive,positive,2
4119,neutral,neutral,neutral,1
4120,neutral,positive,positive,2
4122,neutral,neutral,neutral,1
4123,neutral,positive,positive,2
4124,neutral,neutral,neutral,1
4125,negative,negative,negative,0
4126,positive,neutral,positive,2
4127,negative,neutral,negative,0
4128,neutral,positive,positive,2
4129,neutral,neutral,neutral,1
4130,neutral,neutral,neutral,1
4131,neutral,positive,positive,2
4132,negative,negative,negative,0
4133,neutral,positive,positive,2
4134,neutral,positive,positive,2
4136,negative,negative,negative,0
4137,neutral,positive,positive,2
4138,neutral,positive,positive,2
4139,negative,negative,negative,0
4140,negative,neutral,negative,0
4141,neutral,neutral,neutral,1
4142,neutral,neutral,neutral,1
4143,neutral,neutral,neutral,1
4144,neutral,neutral,neutral,1
4145,neutral,neutral,neutral,1
4146,negative,neutral,negative,0
4147,neutral,neutral,neutral,1
4148,neutral,neutral,neutral,1
4149,positive,positive,positive,2
4150,neutral,neutral,neutral,1
4151,neutral,neutral,neutral,1
4152,neutral,positive,positive,2
4153,neutral,negative,negative,0
4154,neutral,negative,negative,0
4155,neutral,negative,negative,0
4156,neutral,negative,negative,0
4157,neutral,negative,negative,0
4158,neutral,negative,negative,0
4159,neutral,negative,negative,0
4160,neutral,negative,negative,0
4161,neutral,negative,negative,0
4162,neutral,positive,positive,2
4163,negative,neutral,negative,0
4164,neutral,positive,positive,2
4166,negative,neutral,negative,0
4167,negative,neutral,negative,0
4168,negative,neutral,negative,0
4169,positive,neutral,positive,2
4170,negative,neutral,negative,0
4171,positive,positive,positive,2
4172,neutral,negative,negative,0
4174,neutral,positive,positive,2
4175,positive,positive,positive,2
4176,neutral,positive,positive,2
4178,neutral,positive,positive,2
4179,neutral,positive,positive,2
4180,negative,negative,negative,0
4181,positive,positive,positive,2
4182,negative,negative,negative,0
4183,neutral,negative,negative,0
4184,negative,neutral,negative,0
4185,neutral,negative,negative,0
4186,neutral,neutral,neutral,1
4187,neutral,positive,positive,2
4188,neutral,negative,negative,0
4189,positive,positive,positive,2
4191,neutral,negative,negative,0
4192,neutral,positive,positive,2
4193,neutral,positive,positive,2
4194,neutral,negative,negative,0
4195,negative,neutral,negative,0
4196,negative,negative,negative,0
4197,negative,negative,negative,0
4198,negative,negative,negative,0
4199,neutral,positive,positive,2
4200,neutral,negative,negative,0
4201,negative,negative,negative,0
4203,negative,negative,negative,0
4204,neutral,negative,negative,0
4205,negative,negative,negative,0
4206,neutral,positive,positive,2
4207,positive,positive,positive,2
4208,positive,positive,positive,2
4209,positive,positive,positive,2
4210,neutral,negative,negative,0
4211,neutral,negative,negative,0
4212,positive,positive,positive,2
4213,neutral,positive,positive,2
4214,positive,positive,positive,2
4215,positive,neutral,positive,2
4216,positive,positive,positive,2
4217,positive,positive,positive,2
4218,neutral,positive,positive,2
4219,neutral,positive,positive,2
4220,neutral,positive,positive,2
4221,neutral,positive,positive,2
4222,neutral,negative,negative,0
4223,positive,positive,positive,2
4224,neutral,negative,negative,0
4225,neutral,negative,negative,0
4226,neutral,positive,positive,2
4227,neutral,positive,positive,2
4228,neutral,positive,positive,2
4229,positive,positive,positive,2
4230,positive,positive,positive,2
4231,neutral,neutral,neutral,1
4232,neutral,positive,positive,2
4233,neutral,positive,positive,2
4234,neutral,positive,positive,2
4235,positive,positive,positive,2
4236,positive,positive,positive,2
4237,positive,positive,positive,2
4238,neutral,positive,positive,2
4239,positive,positive,positive,2
4240,positive,neutral,positive,2
4241,positive,neutral,positive,2
4242,neutral,positive,positive,2
4243,positive,positive,positive,2
4244,positive,neutral,positive,2
4247,positive,neutral,positive,2
4248,neutral,positive,positive,2
4249,positive,positive,positive,2
4250,positive,positive,positive,2
4251,neutral,positive,positive,2
4252,positive,positive,positive,2
4253,positive,positive,positive,2
4254,positive,positive,positive,2
4255,positive,neutral,positive,2
4256,positive,positive,positive,2
4257,positive,positive,positive,2
4258,neutral,negative,negative,0
4259,positive,positive,positive,2
4260,positive,neutral,positive,2
4261,neutral,positive,positive,2
4262,neutral,negative,negative,0
4263,neutral,positive,positive,2
4264,neutral,negative,negative,0
4265,negative,negative,negative,0
4266,neutral,negative,negative,0
4267,negative,negative,negative,0
4268,neutral,positive,positive,2
4269,negative,negative,negative,0
4270,positive,positive,positive,2
4272,positive,positive,positive,2
4274,neutral,negative,negative,0
4275,neutral,positive,positive,2
4276,neutral,positive,positive,2
4277,neutral,positive,positive,2
4278,neutral,positive,positive,2
4279,positive,neutral,positive,2
4280,neutral,positive,positive,2
4281,neutral,positive,positive,2
4282,neutral,negative,negative,0
4283,neutral,positive,positive,2
4284,neutral,positive,positive,2
4285,neutral,positive,positive,2
4286,neutral,positive,positive,2
4287,positive,positive,positive,2
4288,positive,positive,positive,2
4289,negative,negative,negative,0
4290,negative,neutral,negative,0
4291,negative,neutral,negative,0
4293,positive,neutral,positive,2
4294,negative,neutral,negative,0
4295,negative,neutral,negative,0
4296,negative,neutral,negative,0
4297,negative,negative,negative,0
4298,negative,negative,negative,0
4299,negative,neutral,negative,0
4300,negative,neutral,negative,0
4301,negative,neutral,negative,0
4302,positive,neutral,positive,2
4303,negative,neutral,negative,0
4304,negative,negative,negative,0
4305,positive,neutral,positive,2
4306,positive,neutral,positive,2
4309,positive,neutral,positive,2
4310,positive,neutral,positive,2
4311,positive,positive,positive,2
4312,positive,positive,positive,2
4313,positive,neutral,positive,2
4314,positive,neutral,positive,2
4315,positive,neutral,positive,2
4316,positive,neutral,positive,2
4317,positive,neutral,positive,2
4318,positive,neutral,positive,2
4319,positive,neutral,positive,2
4320,positive,neutral,positive,2
4321,positive,positive,positive,2
4322,positive,neutral,positive,2
4323,positive,positive,positive,2
4324,positive,positive,positive,2
4325,neutral,negative,negative,0
4326,positive,positive,positive,2
4327,positive,positive,positive,2
4328,positive,neutral,positive,2
4329,positive,neutral,positive,2
4330,negative,negative,negative,0
4331,negative,negative,negative,0
4332,negative,negative,negative,0
4333,negative,neutral,negative,0
4334,positive,positive,positive,2
4335,neutral,negative,negative,0
4336,neutral,positive,positive,2
4337,neutral,negative,negative,0
4338,neutral,positive,positive,2
4339,neutral,positive,positive,2
4340,neutral,positive,positive,2
4341,positive,positive,positive,2
4342,neutral,positive,positive,2
4343,negative,negative,negative,0
4344,positive,neutral,positive,2
4345,positive,neutral,positive,2
4346,negative,neutral,negative,0
4347,negative,negative,negative,0
4348,neutral,neutral,neutral,1
4349,negative,neutral,negative,0
4350,neutral,negative,negative,0
4351,positive,positive,positive,2
4352,negative,negative,negative,0
4353,positive,positive,positive,2
4355,negative,neutral,negative,0
4356,neutral,negative,negative,0
4357,negative,negative,negative,0
4358,positive,positive,positive,2
4359,negative,neutral,negative,0
4360,negative,negative,negative,0
4361,neutral,positive,positive,2
4362,negative,negative,negative,0
4363,neutral,positive,positive,2
4364,neutral,negative,negative,0
4367,negative,neutral,negative,0
4368,negative,negative,negative,0
4370,negative,negative,negative,0
4371,negative,neutral,negative,0
4372,neutral,positive,positive,2
4373,positive,positive,positive,2
4374,positive,positive,positive,2
4376,negative,neutral,negative,0
4378,neutral,positive,positive,2
4380,neutral,negative,negative,0
4381,neutral,negative,negative,0
4382,neutral,positive,positive,2
4383,negative,negative,negative,0
4384,negative,negative,negative,0
4386,negative,negative,negative,0
4387,negative,negative,negative,0
4388,negative,negative,negative,0
4389,negative,negative,negative,0
4390,negative,negative,negative,0
4391,neutral,positive,positive,2
4392,positive,positive,positive,2
4393,negative,neutral,negative,0
4394,negative,negative,negative,0
4395,neutral,negative,negative,0
4396,negative,negative,negative,0
4398,negative,negative,negative,0
4399,positive,positive,positive,2
4401,negative,negative,negative,0
4403,negative,negative,negative,0
4404,neutral,positive,positive,2
4405,positive,positive,positive,2
4406,neutral,positive,positive,2
4407,positive,neutral,positive,2
4408,positive,neutral,positive,2
4409,positive,neutral,positive,2
4410,positive,positive,positive,2
4411,positive,neutral,positive,2
4412,positive,positive,positive,2
4413,negative,neutral,negative,0
4414,negative,neutral,negative,0
4415,negative,negative,negative,0
4416,neutral,negative,negative,0
4417,negative,negative,negative,0
4418,negative,negative,negative,0
4419,neutral,negative,negative,0
4420,negative,negative,negative,0
4421,negative,neutral,negative,0
4422,negative,neutral,negative,0
4423,negative,negative,negative,0
4424,neutral,positive,positive,2
4425,neutral,neutral,neutral,1
4426,neutral,positive,positive,2
4427,neutral,negative,negative,0
4428,neutral,negative,negative,0
4430,negative,neutral,negative,0
4431,neutral,positive,positive,2
4432,neutral,positive,positive,2
4433,neutral,negative,negative,0
4434,neutral,positive,positive,2
4435,neutral,negative,negative,0
4436,positive,positive,positive,2
4437,neutral,positive,positive,2
4438,neutral,positive,positive,2
